ticker,executive,company,published_at,title,description,content,source,url,data_source
AAPL,Tim Cook,Apple,2026-03-30T23:04:24Z,CNBC's The China Connection newsletter: China's AI race enters a new phase,A new frontier is shaping up for companies that want to make money with artificial intelligence.,"Hi, this is Evelyn, writing to you from Beijing. Welcome to the latest edition of The China Connection a succinct snapshot of what I'm seeing and hearing from local businesses.
Today, I unpack what'… [+4685 chars]",CNBC,https://www.cnbc.com/2026/03/31/cnbcs-china-connection-newsletter-ai-race-enters-a-new-phase.html,newsapi
AAPL,Tim Cook,Apple,2026-03-30T17:00:34Z,Apple at 50: Some great Apple history books,"After I wrote my Wall Street Journal review of David Pogue’s excellent Apple: The First 50 Years (Kindle, Kobo, Apple Books) my editor asked for a sidebar recommending other books about Apple.…","After I wrote my Wall Street Journal review of David Pogues excellent Apple: The First 50 Years (Kindle, Kobo, Apple Books) my editor asked for a sidebar recommending other books about Apple. I consu… [+4114 chars]",sixcolors.com,https://sixcolors.com/post/2026/03/apple-at-50-for-further-reading/,newsapi
AAPL,Tim Cook,Apple,2026-03-30T13:17:44Z,15 unsung heroes from Apple's first 50 years,"We look beyond Steve Jobs, Steve Wozniak, Jony Ive and Tim Cook to 15 unsung heroes from Apple's first 50 amazingly successful years.","At about the midway point of its 50-year journey so far, Apple replaced its famous rainbow logo for something a bit more austere. Photo: Lyle Kahney/Cult of Mac
Apple’s history is often distilled in… [+14481 chars]",Cult of Mac,https://www.cultofmac.com/news/15-unsung-heroes-from-apples-first-50-years,newsapi
AAPL,Tim Cook,Apple,2026-03-30T13:15:13Z,The other geniuses: 16 unsung heroes from Apple’s first 50 years,"We look beyond Steve Jobs, Steve Wozniak, Jony Ive and Tim Cook to 16 unsung heroes from Apple's first 50 amazingly successful years.
(via Cult of Mac - Your source for the latest Apple news, rumors, analysis, reviews, how-tos and deals.)","At about the midway point of its 50-year journey so far, Apple replaced its famous rainbow logo for something a bit more austere. Photo: Lyle Kahney/Cult of Mac
Apple’s history is often distilled in… [+14481 chars]",Cult of Mac,https://www.cultofmac.com/news/16-unsung-heroes-from-apples-first-50-years,newsapi
AAPL,Tim Cook,Apple,2026-03-30T13:05:19Z,"For $200 more, you can get a MacBook Air","It was January 2008, and Steve Jobs had just pulled the MacBook Air out of a manila envelope onstage at Macworld. Within minutes, Windows PC executives everywhere lost their minds. They grabbed the nearest office envelope, tried to shove in their plastic lapt…","<ul><li></li><li></li></ul>
Joanna Stern talks Apples most imitated product
Joanna Stern talks Apples most imitated product
by
Joanna SternClose
Posts from this author will be added to your dail… [+7027 chars]",The Verge,https://www.theverge.com/tech/901698/macbook-air-history,newsapi
AAPL,Tim Cook,Apple,2026-03-30T12:00:32Z,The H2 Redemption: Why the AirPods Max 2 is finally a ‘modern’ flagship,"Apple’s recent announcements showcase a combination of innovation and strategic planning, with the AirPods Max 2 standing out as a key highlight. Alongside hardware upgrades and software enhancements, Apple continues to strengthen its ecosystem through target…","Apple’s recent announcements showcase a combination of innovation and strategic planning, with the AirPods Max 2 standing out as a key highlight. Alongside hardware upgrades and software enhancements… [+6996 chars]",Geeky Gadgets,https://www.geeky-gadgets.com/airpods-max-2/,newsapi
AAPL,Tim Cook,Apple,2026-03-30T12:00:00Z,"Happy Birthday, Apple! CNET Reminisces on 50 Years of Tech and Events",It's not an April Fool's Joke. Apple's celebrating half a century today.,"Happy 50th Birthday, Apple. On April 1, 1976, Steve Jobs, Steve Wozniak and Ronald Wayne launched the Apple Computer Company (renamed Apple in 2007) to sell the Apple Computer 1 (Apple-I) -- without … [+11659 chars]",CNET,https://www.cnet.com/tech/happy-birthday-apple-cnet-reminisces-on-50-years-of-products-and-events/,newsapi
AAPL,Tim Cook,Apple,2026-03-30T11:59:02Z,"Design, disruption, and drama: Apple’s most defining controversies","Apple Inc. has faced numerous challenges throughout its history. Product issues like 'Bendgate' and 'Batterygate' tested its reputation. Antitrust scrutiny over its App Store and privacy stances have also drawn attention. Despite these controversies, Apple co…","Apple Inc. has faced its share of turbulence over the yearsfrom product controversies involving the iPhone and MacBook, to headline-grabbing episodes like ""Bendgate"" and ""Batterygate.""It has also bee… [+3934 chars]",The Times of India,https://economictimes.indiatimes.com/industry/cons-products/electronics/design-disruption-and-drama-apples-most-defining-controversies/articleshow/129838735.cms,newsapi
AAPL,Tim Cook,Apple,2026-03-30T10:58:22Z,"iPhone will still exist 50 years from now, says Apple – and no AI execs","Apple SVP Eddy Cue has previously suggested that we may not be using iPhones ten years from now, but marketing chief Greg Joswiak appears to disagree.



Joz said in a new interview that it’s hard to imagine that we won’t still be using an iPhone 50 years fro…","Apple SVP Eddy Cue has previously suggested that we may not be using iPhones ten years from now, but marketing chief Greg Joswiak appears to disagree.
Joz said in a new interview that it’s hard to i… [+1877 chars]",9to5Mac,https://9to5mac.com/2026/03/30/iphone-will-still-exist-50-years-from-now-says-apple-and-no-ai-execs/,newsapi
AAPL,Tim Cook,Apple,2026-03-29T21:09:25Z,"At 50, Apple confronts its next big challenge: AI","Apple celebrates its 50th anniversary as artificial intelligence challenges the Silicon Valley legend to prove it can deliver yet another culture-changing innovation. Steve Jobs, a driven marketing genius, and Steve Wozniak, who invented the Apple computer, r…","Apple celebrates its 50th anniversary as artificial intelligence challenges the Silicon Valley legend to prove it can deliver yet another culture-changing innovation.
Steve Jobs, a driven marketing … [+4296 chars]",Japan Today,https://japantoday.com/category/tech/at-50-apple-confronts-its-next-big-challenge-ai,newsapi
